customer_key,customer_number,customer_name,age_year,total_orders,total_sales,total_quantity,total_products,first_order,last_order,lifespan_months,customer_segment,age_group,recency_months,avg_order_value,avg_monthly_spend
244,AW00011243,Robin Alvarez,62,4,7164,12,10,2011-02-21,2013-06-09,28,VIP,50 and above,149,1791,256
245,AW00011244,Alexis Coleman,57,4,7175,12,11,2011-02-12,2013-07-19,30,VIP,50 and above,148,1794,239
246,AW00011245,Ricky Vazquez,63,4,10580,9,9,2011-09-26,2013-12-11,27,VIP,50 and above,143,2645,392
247,AW00011246,Latasha Rubio,63,4,10575,7,7,2011-10-03,2013-12-20,27,VIP,50 and above,142,2644,392
248,AW00011247,Claudia Zhou,64,4,7131,12,11,2011-02-18,2013-08-17,30,VIP,50 and above,147,1783,238
249,AW00011248,Tristan Alexander,59,1,38,3,3,2013-07-14,2013-07-14,0,New,50 and above,148,38,0
250,AW00011249,Cindy Patel,59,4,9890,11,11,2011-10-09,2013-09-15,24,VIP,50 and above,146,2472,412
251,AW00011250,Shannon Liu,59,4,7115,11,10,2011-03-17,2013-08-06,29,VIP,50 and above,147,1779,245
252,AW00011251,Xavier Long,88,1,2319,4,4,2013-10-18,2013-10-18,0,New,50 and above,144,2319,0
253,AW00011252,Nicholas Thompson,88,3,6685,7,7,2011-08-14,2013-12-18,29,VIP,50 and above,142,2228,231
254,AW00011253,José Hernandez,76,16,695,30,16,2013-03-01,2013-12-03,9,New,50 and above,143,43,77
255,AW00011254,Johnathan Vance,87,2,204,9,9,2013-11-23,2013-12-14,1,New,50 and above,143,102,204
256,AW00011255,Colin Lin,87,2,114,5,5,2013-02-23,2013-03-31,1,New,50 and above,151,57,114
257,AW00011256,Katelyn Hernandez,86,2,81,5,5,2013-04-15,2013-10-16,6,New,50 and above,145,40,14
258,AW00011257,Jacqueline Powell,0,3,6676,6,6,2011-08-24,2013-12-14,28,VIP,Under 20,143,2225,238
259,AW00011258,Xavier Hill,87,2,49,4,4,2013-05-21,2013-07-15,2,New,50 and above,148,24,24
260,AW00011259,Victoria Stewart,55,3,6770,5,5,2011-09-04,2013-12-20,28,VIP,50 and above,142,2257,242
261,AW00011260,Katelyn Kelly,49,2,81,5,5,2013-02-05,2013-06-23,5,New,40-49,148,40,16
262,AW00011261,Stephanie Collins,55,3,6650,4,4,2011-09-27,2013-12-23,27,VIP,50 and above,142,2217,246
263,AW00011262,Jennifer Simmons,50,27,1124,63,26,2013-02-27,2014-01-22,11,New,50 and above,141,42,102
264,AW00011263,Trinity Richardson,55,3,6753,9,9,2011-08-29,2013-12-10,28,VIP,50 and above,143,2251,241
265,AW00011264,Eduardo Martin,56,2,3182,8,8,2013-01-02,2013-11-30,11,New,50 and above,143,1591,289
266,AW00011265,Elizabeth Jones,56,1,2352,3,3,2013-01-03,2013-01-03,0,New,50 and above,154,2352,0
267,AW00011266,Taylor Howard,56,2,5922,5,5,2011-09-10,2013-01-20,17,VIP,50 and above,154,2961,348
268,AW00011267,David Diaz,50,2,5943,5,5,2011-09-17,2013-01-07,16,VIP,50 and above,154,2972,371
269,AW00011268,Katelyn Carter,56,2,98,5,5,2013-05-29,2013-11-16,6,New,50 and above,144,49,16
270,AW00011269,Ryan Foster,50,2,42,3,3,2013-08-22,2013-09-10,1,New,50 and above,146,21,42
271,AW00011270,Robert Lee,50,2,5984,5,5,2011-09-10,2013-01-07,16,VIP,50 and above,154,2992,374
272,AW00011271,Danielle Reed,56,2,5973,5,5,2011-09-27,2013-01-22,16,VIP,50 and above,153,2986,373
273,AW00011272,Lauren Martinez,63,2,5975,4,4,2011-09-19,2013-01-13,16,VIP,50 and above,154,2988,373
274,AW00011273,Nathan Lal,63,2,273,8,8,2013-05-14,2013-05-23,0,New,50 and above,149,136,0
275,AW00011274,Kyle Foster,86,2,5888,4,4,2011-08-29,2013-02-24,18,VIP,50 and above,152,2944,327
276,AW00011275,Jenny Rai,86,2,5955,4,4,2011-08-30,2013-01-12,17,VIP,50 and above,154,2978,350
277,AW00011276,Nancy Chapman,51,27,987,57,22,2013-01-29,2014-01-22,12,Regular,50 and above,141,37,82
278,AW00011277,Charles Jackson,57,27,1434,65,26,2013-02-02,2014-01-16,12,Regular,50 and above,142,53,120
279,AW00011278,Jonathan Phillips,57,2,5908,3,3,2011-09-16,2013-01-03,16,VIP,50 and above,154,2954,369
280,AW00011279,Amanda Cook,51,2,44,4,3,2013-03-03,2013-06-22,4,New,50 and above,148,22,11
281,AW00011280,Robert Collins,57,2,77,4,4,2013-07-01,2013-08-08,1,New,50 and above,147,38,77
282,AW00011281,Megan Barnes,51,2,5921,5,5,2011-09-13,2013-01-11,16,VIP,50 and above,154,2960,370
283,AW00011282,Christian Thomas,58,2,5999,6,6,2011-08-31,2013-01-02,16,VIP,50 and above,154,3000,375
284,AW00011283,Arturo Lal,57,2,44,4,3,2013-05-29,2013-08-28,3,New,50 and above,146,22,15
285,AW00011284,Theresa Serrano,58,2,55,5,3,2013-02-06,2013-05-02,3,New,50 and above,150,28,18
286,AW00011285,Jeremy Anderson,52,2,128,5,5,2013-07-27,2013-10-26,3,New,50 and above,144,64,43
287,AW00011286,Hunter Griffin,58,2,5954,5,5,2011-09-21,2013-01-20,16,VIP,50 and above,154,2977,372
288,AW00011287,Henry Garcia,59,27,1165,62,23,2013-01-29,2014-01-28,12,Regular,50 and above,141,43,97
289,AW00011288,Cindy Sanchez,47,2,77,4,4,2013-03-05,2013-08-21,6,New,40-49,146,38,13
290,AW00011289,Maria Carter,53,2,5905,5,5,2011-09-08,2013-01-16,17,VIP,50 and above,154,2952,347
291,AW00011290,Katelyn Sanchez,53,2,5933,3,3,2011-09-20,2013-01-27,16,VIP,50 and above,153,2966,371
292,AW00011291,Jenna Wright,53,2,5873,2,2,2011-09-04,2013-01-19,17,VIP,50 and above,154,2936,345
293,AW00011292,Seth Phillips,58,2,5910,5,5,2011-09-15,2012-12-31,16,VIP,50 and above,154,2955,369
294,AW00011293,Luke Long,65,2,85,5,5,2013-02-24,2013-03-15,1,New,50 and above,152,42,85
295,AW00011294,Dalton Clark,64,2,42,3,3,2013-09-25,2014-01-03,3,New,50 and above,142,21,14
296,AW00011295,Taylor Lewis,66,2,6058,5,5,2011-09-25,2013-01-09,16,VIP,50 and above,154,3029,379
297,AW00011296,Haley Richardson,84,2,5897,4,4,2011-09-01,2013-01-29,17,VIP,50 and above,153,2948,347
298,AW00011297,Noah Coleman,85,2,5948,5,5,2011-09-26,2013-02-20,17,VIP,50 and above,152,2974,350
299,AW00011298,Jon Luo,85,2,5922,5,5,2011-09-12,2013-02-21,18,VIP,50 and above,152,2961,329
300,AW00011299,Orlando Vazquez,84,2,6015,4,4,2011-09-26,2013-02-24,17,VIP,50 and above,152,3008,354
301,AW00011300,Fernando Barnes,60,27,1499,67,28,2013-01-31,2013-12-31,11,New,50 and above,142,56,136
302,AW00011301,Cameron Rodriguez,60,2,131,5,5,2013-06-09,2013-10-11,4,New,50 and above,145,66,33
303,AW00011302,Spencer Russell,54,2,5938,5,5,2011-09-06,2013-02-02,17,VIP,50 and above,153,2969,349
304,AW00011303,Julia Coleman,59,2,5875,3,3,2011-09-02,2013-02-23,18,VIP,50 and above,152,2938,326
305,AW00011304,Julia Garcia,54,2,122,5,5,2013-03-20,2013-04-22,1,New,50 and above,150,61,122
306,AW00011305,Sean Evans,60,2,77,4,4,2013-03-25,2013-08-04,4,New,50 and above,147,38,19
307,AW00011306,Micah Zhou,60,2,42,3,3,2013-06-30,2013-09-07,2,New,50 and above,146,21,21
308,AW00011307,Hunter Rodriguez,60,2,5964,5,5,2011-09-04,2013-02-08,17,VIP,50 and above,153,2982,351
309,AW00011308,Ian Gonzales,66,2,94,4,4,2013-09-07,2014-01-15,4,New,50 and above,142,47,24
310,AW00011309,Victoria Lewis,66,2,42,3,3,2013-07-09,2014-01-05,6,New,50 and above,142,21,7
311,AW00011310,Erin Sanders,61,2,77,4,4,2013-08-12,2013-12-24,4,New,50 and above,142,38,19
312,AW00011311,Gabrielle Lopez,67,2,77,4,4,2013-04-18,2013-09-13,5,New,50 and above,146,38,15
313,AW00011312,Sara Richardson,67,2,42,3,3,2013-05-17,2013-06-02,1,New,50 and above,149,21,42
314,AW00011313,Trevor Jenkins,67,2,44,4,3,2013-05-07,2013-11-26,7,New,50 and above,143,22,6
315,AW00011314,Mya Flores,55,2,47,4,3,2013-02-25,2013-12-03,9,New,50 and above,143,24,5
316,AW00011315,Hailey Ward,66,2,42,3,3,2013-05-20,2013-12-17,7,New,50 and above,142,21,6
317,AW00011316,Luke Allen,66,1,2350,2,2,2013-01-12,2013-01-12,0,New,50 and above,154,2350,0
318,AW00011317,Victoria Russell,62,2,5873,2,2,2011-09-01,2013-02-18,18,VIP,50 and above,153,2936,326
319,AW00011318,Jessica Wilson,67,2,44,4,3,2013-10-17,2013-11-08,1,New,50 and above,144,22,44
320,AW00011319,Jade Bailey,77,2,5930,4,4,2011-09-09,2013-02-24,18,VIP,50 and above,152,2965,329
321,AW00011320,Morgan Hill,83,2,72,5,5,2013-06-15,2013-08-19,2,New,50 and above,146,36,36
322,AW00011321,Terrance Raman,82,2,37,2,2,2013-02-23,2013-05-28,3,New,50 and above,149,18,12
323,AW00011322,Sydney Garcia,82,2,44,4,3,2013-03-24,2013-05-21,2,New,50 and above,150,22,22
324,AW00011323,Jose Patterson,82,2,6074,6,6,2011-09-10,2013-01-30,17,VIP,50 and above,153,3037,357
325,AW00011324,Zachary Anderson,81,2,5945,4,4,2011-09-26,2013-02-05,17,VIP,50 and above,153,2972,350
326,AW00011325,Elijah Ross,81,2,6044,7,7,2011-09-19,2013-01-31,17,VIP,50 and above,153,3022,356
327,AW00011326,Rafael Xie,81,2,5948,5,5,2011-09-15,2013-02-20,17,VIP,50 and above,152,2974,350
328,AW00011327,Jaime Moreno,80,2,5915,5,5,2011-09-26,2013-02-01,16,VIP,50 and above,153,2958,370
329,AW00011328,Julian Griffin,80,2,4718,4,4,2013-01-05,2013-04-07,3,New,50 and above,151,2359,1573
330,AW00011329,Andy Alvarez,80,2,5898,2,2,2011-09-25,2013-02-10,17,VIP,50 and above,153,2949,347
331,AW00011330,Ryan Thompson,80,27,1134,57,24,2013-02-12,2014-01-22,11,New,50 and above,141,42,103
332,AW00011331,Samantha Jenkins,52,27,1327,58,24,2013-02-07,2014-01-24,12,Regular,50 and above,141,49,111
333,AW00011332,Deanna Ramos,57,2,5755,3,3,2011-10-15,2013-01-06,15,VIP,50 and above,154,2878,384
334,AW00011333,Emily Miller,58,3,8163,6,6,2011-03-21,2013-07-14,28,VIP,50 and above,148,2721,292
335,AW00011334,Nicole Brown,59,3,8154,6,6,2011-03-04,2013-07-27,29,VIP,50 and above,147,2718,281
336,AW00011335,Carla Raman,48,2,5744,4,4,2011-10-23,2013-01-04,15,VIP,40-49,154,2872,383
337,AW00011336,Shaun Raji,52,2,4441,5,5,2012-09-27,2013-01-05,3,New,50 and above,154,2220,1480
338,AW00011337,Jerome Romero,58,3,8162,8,7,2011-03-09,2013-07-19,29,VIP,50 and above,148,2721,281
339,AW00011338,Frank Navarro,53,2,5745,5,5,2011-10-11,2012-12-30,15,VIP,50 and above,154,2872,383
340,AW00011339,Dennis She,59,2,4379,3,3,2012-10-07,2013-01-25,4,New,50 and above,153,2190,1095
341,AW00011340,Melody Munoz,78,2,4413,5,5,2012-10-27,2013-01-02,2,New,50 and above,154,2206,2206
342,AW00011341,Randy Zeng,84,3,8192,8,8,2011-04-11,2013-07-19,28,VIP,50 and above,148,2731,293
343,AW00011342,Marshall Wang,52,1,49,3,3,2013-07-12,2013-07-12,0,New,50 and above,148,49,0
344,AW00011343,Arthur Carlson,50,3,8222,9,9,2011-04-04,2013-07-24,28,VIP,50 and above,147,2741,294
345,AW00011344,Jessie Jimenez,63,3,8119,7,7,2011-05-13,2013-07-23,27,VIP,50 and above,147,2706,301
346,AW00011345,Robin Ramos,63,2,4404,3,3,2012-10-22,2012-12-31,2,New,50 and above,154,2202,2202
347,AW00011346,Deanna Gutierrez,59,2,4503,7,7,2012-10-01,2013-02-11,4,New,50 and above,153,2252,1126
348,AW00011347,Roy Navarro,53,1,14,2,2,2013-03-16,2013-03-16,0,New,50 and above,152,14,0
349,AW00011348,Shawn Rai,64,1,68,3,3,2013-03-31,2013-03-31,0,New,50 and above,151,68,0
350,AW00011349,Mindy Luo,60,1,68,3,3,2014-01-13,2014-01-13,0,New,50 and above,142,68,0
351,AW00011350,Cara Zhou,83,1,38,3,3,2013-02-05,2013-02-05,0,New,50 and above,153,38,0
352,AW00011351,Anne Ramos,75,3,8068,5,5,2011-06-12,2013-08-28,27,VIP,50 and above,146,2689,299
353,AW00011352,Raymond Rodriguez,80,1,14,2,2,2013-05-01,2013-05-01,0,New,50 and above,150,14,0
354,AW00011353,Carrie Ortega,79,3,8078,6,6,2011-06-12,2013-08-08,26,VIP,50 and above,147,2693,311
355,AW00011354,Deanna Suarez,78,1,23,3,3,2013-12-03,2013-12-03,0,New,50 and above,143,23,0
356,AW00011355,Roberto Gutierrez,77,1,14,2,2,2013-09-26,2013-09-26,0,New,50 and above,145,14,0
357,AW00011356,Terrence Carson,40,3,5069,8,8,2011-05-10,2013-10-31,30,VIP,40-49,144,1690,169
358,AW00011357,Ramon Ye,41,3,4943,5,5,2011-06-18,2013-10-29,29,Regular,40-49,144,1648,170
359,AW00011358,Cynthia Malhotra,41,3,5034,8,8,2011-06-28,2013-11-14,29,VIP,40-49,144,1678,174
360,AW00011359,Jarrod Prasad,41,3,4959,8,8,2011-06-13,2013-12-04,30,Regular,40-49,143,1653,165
361,AW00011360,Tyrone Serrano,42,3,5025,6,6,2011-06-27,2013-12-22,30,VIP,40-49,142,1675,168
362,AW00011361,Cindy Ramos,43,2,115,4,4,2013-10-01,2013-11-24,2,New,40-49,143,58,58
363,AW00011362,Damien Shan,42,2,77,3,3,2013-03-29,2013-09-24,6,New,40-49,145,38,13
364,AW00011363,Julian Ross,42,3,5035,5,5,2011-06-08,2013-12-18,31,VIP,40-49,142,1678,162
365,AW00011364,Jennifer Collins,40,3,4921,4,4,2011-06-07,2013-12-26,31,Regular,40-49,142,1640,159
366,AW00011365,Brittney Sun,41,3,5024,7,7,2011-05-31,2013-12-22,31,VIP,40-49,142,1675,162
367,AW00011366,Virginia Patel,40,2,77,3,3,2013-06-24,2013-08-15,2,New,40-49,147,38,38
368,AW00011367,Calvin Nara,41,2,86,4,4,2013-07-07,2013-11-25,5,New,40-49,143,43,17
369,AW00011368,Edward Miller,41,3,5105,11,11,2011-06-24,2013-12-01,30,VIP,40-49,143,1702,170
370,AW00011369,Ashlee Tang,42,2,119,4,4,2013-07-05,2013-12-27,6,New,40-49,142,60,20
371,AW00011370,Alicia Xu,42,2,80,3,3,2013-07-13,2013-10-01,3,New,40-49,145,40,27
372,AW00011371,Lacey Jai,42,2,75,2,2,2013-11-07,2013-12-28,2,New,40-49,142,38,38
373,AW00011372,Wendy Romero,42,3,4965,5,5,2011-06-07,2013-12-14,31,Regular,40-49,143,1655,160
374,AW00011373,Carly Luo,71,1,38,3,3,2013-08-27,2013-08-27,0,New,50 and above,146,38,0
375,AW00011374,Jimmy Ortega,77,1,69,3,3,2013-04-15,2013-04-15,0,New,50 and above,151,69,0
376,AW00011375,Francisco Martinez,77,1,14,2,2,2013-10-17,2013-10-17,0,New,50 and above,145,14,0
377,AW00011376,Lance Vazquez,77,1,78,2,2,2013-10-15,2013-10-15,0,New,50 and above,145,78,0
378,AW00011377,David Robinett,59,1,84,3,3,2013-02-28,2013-02-28,0,New,50 and above,152,84,0
379,AW00011378,Shannon Liang,60,2,4436,4,4,2012-10-17,2013-02-14,4,New,50 and above,153,2218,1109
380,AW00011379,Gary Vazquez,49,2,4426,4,4,2012-10-02,2013-02-26,5,New,40-49,152,2213,885
381,AW00011380,Mitchell Kumar,61,2,5838,6,6,2011-10-11,2013-02-03,16,VIP,50 and above,153,2919,365
382,AW00011381,Meredith Raman,55,3,8161,5,5,2011-06-12,2013-08-18,27,VIP,50 and above,147,2720,302
383,AW00011382,Edward Patterson,51,2,4344,2,2,2012-11-03,2013-02-16,4,New,50 and above,153,2172,1086
384,AW00011383,Marie Gill,60,1,49,3,3,2014-01-01,2014-01-01,0,New,50 and above,142,49,0
385,AW00011384,Tiffany Wang,54,1,49,3,3,2013-08-02,2013-08-02,0,New,50 and above,147,49,0
386,AW00011385,Miguel Allen,54,1,14,2,2,2013-07-06,2013-07-06,0,New,50 and above,148,14,0
387,AW00011386,Jaclyn Cai,54,1,69,3,3,2013-11-02,2013-11-02,0,New,50 and above,144,69,0
388,AW00011387,Megan Ramirez,61,3,6959,6,6,2011-07-26,2013-04-01,20,VIP,50 and above,151,2320,348
389,AW00011388,Joseph Martin,61,3,6987,7,7,2011-07-03,2013-04-26,22,VIP,50 and above,150,2329,318
390,AW00011389,Karl Shan,44,1,69,3,3,2013-11-17,2013-11-17,0,New,40-49,144,69,0
391,AW00011390,Christine Raji,49,1,49,3,3,2013-11-07,2013-11-07,0,New,40-49,144,49,0
392,AW00011391,Lindsay Xie,49,1,34,2,2,2013-10-26,2013-10-26,0,New,40-49,144,34,0
393,AW00011392,Willie Zhao,45,1,29,1,1,2013-03-29,2013-03-29,0,New,40-49,151,29,0
394,AW00011393,Kurt Pal,51,1,14,2,2,2013-07-16,2013-07-16,0,New,50 and above,148,14,0
395,AW00011394,George McDonald,50,3,8162,7,7,2011-07-04,2013-08-02,25,VIP,50 and above,147,2721,326
396,AW00011395,Beth Gutierrez,49,2,5730,3,3,2011-11-14,2013-02-20,15,VIP,40-49,152,2865,382
397,AW00011396,Ian Lopez,50,1,29,1,1,2013-10-26,2013-10-26,0,New,50 and above,144,29,0
398,AW00011397,Latoya Shan,51,1,38,3,3,2013-07-07,2013-07-07,0,New,50 and above,148,38,0
399,AW00011398,Colin Nath,50,3,8114,4,4,2011-07-03,2013-08-02,25,VIP,50 and above,147,2705,325
400,AW00011399,Brenda Mehta,51,1,14,2,2,2013-04-13,2013-04-13,0,New,50 and above,151,14,0
401,AW00011400,Franklin Raji,45,3,6968,8,7,2011-07-15,2013-07-19,24,VIP,40-49,148,2323,290
402,AW00011401,Linda Navarro,51,3,5020,6,6,2012-10-28,2013-03-08,4,New,50 and above,152,1673,1255
403,AW00011402,Kelli Cai,50,3,5059,10,9,2012-11-07,2013-04-02,5,New,50 and above,151,1686,1012
404,AW00011403,Nancy Schmidt,46,3,5032,9,9,2012-10-28,2013-05-28,7,New,40-49,149,1677,719
405,AW00011404,Megan Taylor,68,1,34,2,2,2013-02-10,2013-02-10,0,New,50 and above,153,34,0
406,AW00011405,Bonnie Goel,68,1,54,1,1,2013-03-31,2013-03-31,0,New,50 and above,151,54,0
407,AW00011406,Latoya Xu,68,2,4415,6,6,2012-11-04,2013-02-09,3,New,50 and above,153,2208,1472
408,AW00011407,Mario She,68,1,54,1,1,2013-06-23,2013-06-23,0,New,50 and above,148,54,0
409,AW00011408,Darren Gill,61,1,34,3,3,2013-03-05,2013-03-05,0,New,50 and above,152,34,0
410,AW00011409,Jacqueline Hayes,46,2,4444,5,5,2012-11-17,2013-01-28,2,New,40-49,153,2222,2222
411,AW00011410,Maurice Goel,0,2,4464,5,5,2012-11-13,2013-02-04,3,New,Under 20,153,2232,1488
412,AW00011411,Devin Ross,66,1,38,3,3,2013-08-04,2013-08-04,0,New,50 and above,147,38,0
413,AW00011412,Sydney Bryant,66,4,9880,11,10,2011-11-05,2013-10-11,24,VIP,50 and above,145,2470,412
414,AW00011413,Megan Stewart,66,4,7190,11,10,2011-08-10,2013-09-05,25,VIP,50 and above,146,1798,288
415,AW00011414,Ian Richardson,66,4,7191,10,10,2011-08-13,2013-09-15,25,VIP,50 and above,146,1798,288
416,AW00011415,Randy She,76,1,14,2,2,2013-08-16,2013-08-16,0,New,50 and above,147,14,0
417,AW00011416,Katrina Becker,75,3,4928,5,4,2012-11-07,2013-05-05,6,New,50 and above,150,1643,821
418,AW00011417,Lacey Zheng,75,7,11248,17,14,2012-11-04,2013-12-15,14,VIP,50 and above,143,1607,803
419,AW00011418,Rafael Hu,75,1,40,2,2,2013-12-17,2013-12-17,0,New,50 and above,142,40,0
420,AW00011419,Kyle Scott,75,2,231,6,6,2013-03-12,2013-06-27,4,New,50 and above,148,116,58
421,AW00011420,Jordan Turner,74,7,11200,17,16,2012-11-01,2013-11-29,13,VIP,50 and above,143,1600,862
422,AW00011421,Amy Sun,74,4,9780,4,4,2011-11-03,2013-10-09,24,VIP,50 and above,145,2445,408
423,AW00011422,Dustin Deng,74,4,7075,10,10,2011-08-22,2013-11-03,27,VIP,50 and above,144,1769,262
424,AW00011423,Jasmine Stewart,65,4,9905,10,10,2011-12-10,2013-10-20,23,VIP,50 and above,144,2476,431
425,AW00011424,Pamela Garcia,61,1,44,2,2,2013-04-21,2013-04-21,0,New,50 and above,150,44,0
426,AW00011425,Ariana Gray,60,6,10528,15,15,2012-11-22,2013-12-21,13,VIP,50 and above,142,1755,810
427,AW00011426,Kristopher Mehta,66,1,35,1,1,2013-04-09,2013-04-09,0,New,50 and above,151,35,0
428,AW00011427,Desiree Dominguez,66,4,9918,9,8,2011-12-20,2013-10-20,22,VIP,50 and above,144,2480,451
429,AW00011428,Deanna Perez,67,4,9954,12,12,2011-12-05,2013-10-22,23,VIP,50 and above,144,2488,433
430,AW00011429,Marco Lopez,68,6,10468,17,14,2012-12-14,2013-12-24,12,VIP,50 and above,142,1745,872
431,AW00011430,Casey Yuan,68,1,85,2,2,2013-03-19,2013-03-19,0,New,50 and above,152,85,0
432,AW00011431,Bryant Garcia,51,4,9913,11,8,2011-12-21,2013-09-30,22,VIP,50 and above,145,2478,451
433,AW00011432,Dominique Prasad,68,6,9330,16,15,2012-12-10,2013-12-25,13,VIP,50 and above,142,1555,718
434,AW00011433,Maurice Shan,69,6,12914,13,12,2012-12-02,2013-09-14,10,New,50 and above,146,2152,1291
435,AW00011434,Andre Lopez,63,2,70,4,4,2013-06-15,2013-07-15,1,New,50 and above,148,35,70
436,AW00011435,Robin Romero,70,1,35,1,1,2014-01-04,2014-01-04,0,New,50 and above,142,35,0
437,AW00011436,Taylor Cox,69,2,81,4,4,2013-05-22,2013-06-19,1,New,50 and above,149,40,81
438,AW00011437,Alfredo Moreno,70,1,54,1,1,2013-12-19,2013-12-19,0,New,50 and above,142,54,0
439,AW00011438,Jenny Nara,70,1,35,1,1,2013-02-05,2013-02-05,0,New,50 and above,153,35,0
440,AW00011439,Janet Munoz,72,6,12488,14,12,2012-11-29,2013-10-20,11,New,50 and above,144,2081,1135
441,AW00011440,Sergio Weber,72,1,78,2,2,2013-03-27,2013-03-27,0,New,50 and above,151,78,0
442,AW00011441,Erika Gomez,73,1,44,2,2,2014-01-08,2014-01-08,0,New,50 and above,142,44,0
443,AW00011442,Joseph Harris,72,1,35,1,1,2013-09-29,2013-09-29,0,New,50 and above,145,35,0
444,AW00011443,Grace Griffin,44,3,8235,8,8,2011-06-07,2013-10-01,28,VIP,40-49,145,2745,294
445,AW00011444,Tina Mehta,44,3,8136,5,5,2011-06-01,2013-06-02,24,VIP,40-49,149,2712,339
446,AW00011445,Kari Kim,46,3,8098,5,5,2011-06-06,2013-06-28,25,VIP,40-49,148,2699,324
447,AW00011446,Bethany Chander,46,3,8237,7,6,2011-06-18,2013-06-21,24,VIP,40-49,148,2746,343
448,AW00011447,Jennifer Roberts,46,3,8078,6,6,2011-06-28,2013-05-31,23,VIP,40-49,149,2693,351
449,AW00011448,Kyle Patterson,45,3,8132,7,7,2011-06-16,2013-06-21,25,VIP,40-49,148,2711,325
450,AW00011449,Alvin Hu,45,3,8130,7,7,2011-06-19,2013-06-24,25,VIP,40-49,148,2710,325
451,AW00011450,Brett Mehta,44,3,8173,9,9,2011-06-29,2013-06-17,24,VIP,40-49,149,2724,341
452,AW00011451,Ruben Muñoz,45,3,8250,9,9,2011-07-29,2013-06-05,23,VIP,40-49,149,2750,359
453,AW00011452,Erika Rubio,46,3,8183,5,5,2011-07-11,2013-06-12,23,VIP,40-49,149,2728,356
454,AW00011453,Stanley Malhotra,41,3,8177,6,6,2011-07-15,2013-06-19,24,VIP,40-49,149,2726,341
455,AW00011454,Melinda Navarro,46,3,8089,4,4,2011-07-31,2013-06-18,23,VIP,40-49,149,2696,352
456,AW00011455,Ross Sanz,46,3,8142,5,5,2011-07-01,2013-05-31,23,VIP,40-49,149,2714,354
457,AW00011456,Jon Gao,46,3,8224,11,10,2011-07-17,2013-05-31,23,VIP,40-49,149,2741,358
458,AW00011457,Jaime Gutierrez,47,3,8211,10,9,2011-07-17,2013-06-01,23,VIP,40-49,149,2737,357
459,AW00011458,Bianca Liu,47,3,97,7,7,2013-03-30,2014-01-18,10,New,40-49,141,32,10
460,AW00011459,Tasha Deng,47,3,8141,5,5,2011-07-27,2013-06-18,23,VIP,40-49,149,2714,354
461,AW00011460,Melvin Chande,42,3,8137,6,6,2011-07-21,2013-06-10,23,VIP,40-49,149,2712,354
462,AW00011461,Victor Jimenez,48,3,8089,4,4,2011-07-31,2013-07-21,24,VIP,40-49,147,2696,337
463,AW00011462,Laura Lin,48,3,8116,5,5,2011-07-16,2013-07-25,25,VIP,40-49,147,2705,325
464,AW00011463,Alisha Beck,48,3,48,4,4,2013-03-05,2013-12-13,9,New,40-49,143,16,5
465,AW00011464,Alejandro Huang,48,3,8128,7,7,2011-07-22,2013-07-01,24,VIP,40-49,148,2709,339
466,AW00011465,Louis Luo,49,3,8158,4,4,2011-07-14,2013-07-13,24,VIP,40-49,148,2719,340
467,AW00011466,Grant Tang,49,3,90,7,7,2013-05-22,2013-08-21,3,New,40-49,146,30,30
468,AW00011467,Arturo Zheng,50,3,56,5,4,2013-07-31,2014-01-02,5,New,50 and above,142,19,11
469,AW00011468,Jaclyn Andersen,45,3,6960,4,4,2011-08-08,2013-08-21,25,VIP,40-49,146,2320,278
470,AW00011469,Edwin Raji,47,1,25,2,2,2013-08-09,2013-08-09,0,New,40-49,147,25,0
471,AW00011470,Jay Suarez,46,2,4344,2,1,2012-01-22,2013-02-21,13,Regular,40-49,152,2172,334
472,AW00011471,Latasha Suarez,46,1,54,1,1,2013-05-17,2013-05-17,0,New,40-49,150,54,0
473,AW00011472,Kenneth Kumar,57,3,8165,6,6,2011-07-26,2013-10-26,27,VIP,50 and above,144,2722,302
474,AW00011473,Grace Henderson,40,1,63,2,2,2013-06-02,2013-06-02,0,New,40-49,149,63,0
475,AW00011474,Melvin Xu,40,1,49,3,3,2013-09-26,2013-09-26,0,New,40-49,145,49,0
476,AW00011475,Cesar Subram,41,1,69,4,4,2013-04-23,2013-04-23,0,New,40-49,150,69,0
477,AW00011476,Erika Navarro,45,1,54,1,1,2013-11-01,2013-11-01,0,New,40-49,144,54,0
478,AW00011477,Tristan Hughes,41,1,35,1,1,2013-09-25,2013-09-25,0,New,40-49,145,35,0
479,AW00011478,Billy Hernandez,42,1,54,1,1,2013-04-19,2013-04-19,0,New,40-49,151,54,0
480,AW00011479,Darryl Wu,47,3,4970,9,9,2012-12-05,2013-05-24,6,New,40-49,149,1657,828
481,AW00011480,Colleen Ma,41,3,4935,7,6,2012-12-25,2013-07-25,7,New,40-49,147,1645,705
482,AW00011481,Erica Hu,47,3,4978,6,6,2012-01-27,2013-04-21,15,Regular,40-49,150,1659,332
483,AW00011482,Adrienne Torres,48,3,8143,5,5,2011-09-08,2013-09-10,24,VIP,40-49,146,2714,339
